order_id,order_name,date,flight_total_cost,campaign_total_cost,total_sales,total_purchases,impressions,clicks,new_to_brand_purchases,new_to_brand_product_sales
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/11/2026,2328.47,2328.47,25404.64,119,492837,319,78,17092.6
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/12/2026,2210.96,2210.96,25216.28,94,480082,360,66,14599.62
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/13/2026,2237.97,2237.97,35978.8,141,568671,464,90,16578.74
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/14/2026,2201.38,2201.38,23694.47,117,601098,961,82,19861.53
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/15/2026,2198.16,2198.16,26666.91,110,587422,709,77,19013.8
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/16/2026,2216.33,2216.33,37186.34,113,671964,491,62,9596.53
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/17/2026,2186.05,2186.05,20600.29,124,1226696,773,69,11714.4
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/18/2026,2194.11,2194.11,24948.67,121,1159002,751,75,13920.23
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/19/2026,2204.42,2204.42,23760,116,950841,455,66,14534.2
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/20/2026,2200.74,2200.74,28758.68,150,1049298,579,93,17232.54
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/21/2026,2183.92,2183.92,13402.83,95,479927,357,62,8920.53
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/22/2026,2193.57,2193.57,14260.18,87,762799,650,69,9924.89
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/23/2026,2079.43,2079.43,17854.88,105,617985,379,65,12885.42
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/24/2026,2161.24,2161.24,19975.08,109,888699,304,63,9002.97
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/25/2026,2224.85,2224.85,18719.95,113,773564,385,64,12542.42
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/26/2026,2244.31,2244.31,15677.85,100,909016,394,63,6145
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/27/2026,2228.14,2228.14,16801.03,69,933530,620,37,9406.85
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/28/2026,2204.76,2204.76,14722.4,88,1046001,530,61,10238.72
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/29/2026,2101.19,2101.19,15009.11,102,841289,434,66,9561.32
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/30/2026,1637.6,1637.6,23949.22,128,874553,231,71,13780.24
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,3/31/2026,1522.2,1522.2,20338.01,77,1022877,171,52,12869.86
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/1/2026,0,0,12859.72,46,0,0,26,7679.03
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/2/2026,0,0,2774.08,24,0,0,11,440.87
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/3/2026,0,0,4214.14,28,0,0,12,931.17
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/4/2026,0,0,553.2,17,0,0,9,258.4
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/5/2026,0,0,982.45,5,0,0,2,19.48
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/6/2026,0,0,5735.91,19,0,0,8,2809.66
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/7/2026,0,0,3126.81,13,0,0,3,39.47
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/8/2026,0,0,1561.12,12,0,0,4,63.94
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/9/2026,0,0,5131.95,18,0,0,9,4019.01
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/10/2026,0,0,3041.74,8,0,0,1,557.87
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/11/2026,0,0,263.77,7,0,0,1,24.28
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/12/2026,0,0,395.19,5,0,0,3,319.97
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/13/2026,0,0,13.99,1,0,0,1,13.99
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/14/2026,0,0,943.9,2,0,0,0,0
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/15/2026,0,0,0,0,0,0,0,0
591693254985524232,Acer_US_Q126_DSP_Conversion_ROAS_AMD_NitroV_B0F195W823,4/16/2026,0,0,0,0,0,0,0,0
