Product,Entity,Operation,Campaign ID,Ad Group ID,Portfolio ID,Ad ID,Keyword ID,Product Targeting ID,Campaign Name,Ad Group Name,Start Date,End Date,Targeting Type,State,Daily Budget,SKU,ASIN,Ad Group Default Bid,Bid,Keyword Text,Native Language Keyword,Match Type,Bidding Strategy,Placement,Percentage,Product Targeting Expression,Resolved Product Targeting Expression,Impressions,Clicks,Click-through Rate,Spend,Sales,Orders,Units,Conversion Rate,ACOS,CPC,ROAS
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Broad,,,,enabled,,,,,0.75,acer gaming laptop 15 inch rtx 5060,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Broad,,,,enabled,,,,,0.75,nitro v 15 i9 13900h,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Broad,,,,enabled,,,,,0.75,acer laptop rtx 5060 165hz,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,,1.00,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,B0FDN1GDRY,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,,,1.00,acer nitro v 15 gaming laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,,,1.00,acer nitro v intel i9,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,,,1.00,gaming laptop rtx 5060,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,,,1.00,acer nitro v rtx 5060,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,,,1.00,intel i9 gaming laptop 15 inch,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,,,1.00,acer nitro anv15 52,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,,,1.00,165hz gaming laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,,,1.00,acer gaming laptop 15 inch rtx 5060,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,,,1.00,nitro v 15 i9 13900h,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Phrase,,,,enabled,,,,,1.00,acer laptop rtx 5060 165hz,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,,1.50,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,B0FDN1GDRY,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,,,1.50,acer nitro v 15 gaming laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,,,1.50,acer nitro v intel i9,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,,,1.50,gaming laptop rtx 5060,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,,,1.50,acer nitro v rtx 5060,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,,,1.50,intel i9 gaming laptop 15 inch,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,,,1.50,acer nitro anv15 52,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,,,1.50,165hz gaming laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,,,1.50,acer gaming laptop 15 inch rtx 5060,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,,,1.50,nitro v 15 i9 13900h,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0FDN1GDRY,AG.B0FDN1GDRY.Exact,,,,enabled,,,,,1.50,acer laptop rtx 5060 165hz,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,,,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,,04/01/2026,06/30/2026,Manual,paused,438.48,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,,0.75,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,B0DWNLN3KP,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,,,0.75,acer aspire 14 ai copilot plus,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,,,0.75,copilot plus pc laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,,,0.75,acer aspire 14 intel core ultra 5,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,,,0.75,acer aspire ai laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,,,0.75,intel core ultra 5 226v laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,,,0.75,acer aspire 14 ai 2025,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,,,0.75,copilot pc 14 inch laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,,,0.75,acer aspire thin light laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,,,0.75,acer a14 52m laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Broad,,,,enabled,,,,,0.75,best copilot plus laptop 2025,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,,1.00,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,B0DWNLN3KP,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,,,1.00,acer aspire 14 ai copilot plus,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,,,1.00,copilot plus pc laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,,,1.00,acer aspire 14 intel core ultra 5,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,,,1.00,acer aspire ai laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,,,1.00,intel core ultra 5 226v laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,,,1.00,acer aspire 14 ai 2025,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,,,1.00,copilot pc 14 inch laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,,,1.00,acer aspire thin light laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,,,1.00,acer a14 52m laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Phrase,,,,enabled,,,,,1.00,best copilot plus laptop 2025,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,,1.50,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,B0DWNLN3KP,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,,,1.50,acer aspire 14 ai copilot plus,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,,,1.50,copilot plus pc laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,,,1.50,acer aspire 14 intel core ultra 5,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,,,1.50,acer aspire ai laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,,,1.50,intel core ultra 5 226v laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,,,1.50,acer aspire 14 ai 2025,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,,,1.50,copilot pc 14 inch laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,,,1.50,acer aspire thin light laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,,,1.50,acer a14 52m laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLN3KP,AG.B0DWNLN3KP.Exact,,,,enabled,,,,,1.50,best copilot plus laptop 2025,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,,,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,,04/01/2026,06/30/2026,Manual,paused,255.78,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,enabled,,,,0.75,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,enabled,,,B0DWNLQLL6,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,enabled,,,,,0.75,acer aspire 14 ai copilot plus ultra 7,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,enabled,,,,,0.75,intel core ultra 7 256v laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,enabled,,,,,0.75,acer aspire 14 intel arc graphics,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,enabled,,,,,0.75,acer aspire 14 ai 1tb ssd,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,enabled,,,,,0.75,copilot plus pc intel arc 140v,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,,N.SP.Q22026.Notebooks.Intel.B0DWNLQLL6,AG.B0DWNLQLL6.Broad,,,,enabled,,,,,0.75,acer a14 52m ultra 7,,broad,,,,,,,,,,,,,,,,
