Date,Campaign ID,Campaign name,Campaign currency code,Campaign budget amount,Campaign budget type,Campaign delivery status,Budget currency,Impressions,Clicks,Total cost,Sales,Purchases,Units sold,Purchases (new to brand),Sales (new to brand),Units sold (new to brand),Detail page views,Brand store page views,Add to cart,5-second views (video ad),Complete views (video ad),Viewable impressions
"Dec 06, 2025","=""501364882562485""",C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,379,0,0.0,0.0,0,0,0,0.0,0,0,0,0,46,12,60
"Dec 06, 2025","=""288898439745613""",B2B - N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Dec 30, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,62,0,0.0,0.0,0,0,0,0.0,0,0,0,0,13,3,21
"Dec 14, 2025","=""362619829731385""",B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,2362,24,171.64,639.85,3,3,2,439.9,2,85,4,7,291,61,463
"Dec 01, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,133901,451,1486.91,7625.8,40,44,31,5796.25,35,679,609,79,0,0,33340
"Dec 02, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,61,0,0.0,0.0,0,0,0,0.0,0,1,0,0,7,1,7
"Dec 17, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,6576,32,85.71,2106.74,6,8,4,1626.84,6,108,25,5,893,270,1361
"Dec 16, 2025","=""362619829731385""",B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,2526,14,84.36,799.8,4,4,2,399.9,2,30,11,6,307,66,452
"Dec 09, 2025","=""450441693358033""",B2B - B.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Dec 20, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,510,7,6.69,2840.04,11,13,8,1489.6,8,120,9,19,0,0,350
"Dec 29, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,490,5,7.75,593.13,6,6,4,306.23,4,164,11,20,0,0,301
"Dec 05, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,5093,37,101.45,593.85,3,3,2,479.9,2,85,13,4,724,223,1058
"Dec 02, 2025","=""501364882562485""",C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,783,4,8.85,199.95,1,1,1,199.95,1,7,1,1,90,13,128
"Dec 23, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,47792,140,361.61,2731.54,16,20,14,2155.79,15,236,180,27,0,0,12432
"Dec 05, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Dec 01, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,7337,62,188.24,2091.5,9,10,9,2091.5,10,140,29,15,1098,327,1666
"Dec 18, 2025","=""501364882562485""",C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,314,2,3.76,0.0,0,0,0,0.0,0,4,0,1,43,9,47
"Dec 12, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,96212,177,543.52,2512.6,17,18,16,2312.65,17,284,216,26,0,0,23901
"Dec 16, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,319,0,0.0,0.0,0,0,0,0.0,0,0,0,0,30,8,41
"Dec 04, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,526,3,5.94,1360.88,11,13,6,734.49,7,69,4,17,0,0,313
"Dec 16, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,5393,30,93.34,2032.55,8,9,4,869.75,5,78,8,7,626,185,976
"Dec 01, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,6546,24,67.55,1608.44,14,15,7,903.7,7,174,28,32,0,0,4604
"Dec 05, 2025","=""288898439745613""",B2B - N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Dec 05, 2025","=""501364882562485""",C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,404,0,0.0,0.0,0,0,0,0.0,0,0,0,0,38,6,55
"Dec 18, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,45,2,1.17,0.0,0,0,0,0.0,0,0,3,0,11,4,14
"Dec 27, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,31055,96,253.46,2801.8,15,21,12,2002.1,15,194,128,25,0,0,8219
"Dec 28, 2025","=""362619829731385""",B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,2635,18,80.27,629.85,3,3,2,389.9,2,70,9,8,303,45,456
"Dec 10, 2025","=""501364882562485""",C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,348,2,7.12,0.0,0,0,0,0.0,0,3,0,0,27,4,50
"Dec 07, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,5340,46,125.17,1439.65,6,7,5,1319.75,5,99,18,8,740,220,1128
"Dec 08, 2025","=""517243732232070""",B.RSOV.Products.SB.UPS.1500units,,14507,LIFETIME_BUDGET,ENABLED,USD,1388,46,0.0,2496.22,6,8,3,421.93,3,185,69,31,0,0,1085
"Dec 24, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,177,2,3.2,486.84,4,6,3,410.89,5,42,2,5,0,0,103
"Dec 18, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,77241,206,631.63,3073.15,23,23,19,2702.19,19,342,285,36,0,0,18899
"Dec 22, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,58571,194,571.81,4033.25,21,23,16,3053.3,18,272,258,61,0,0,14423
"Dec 28, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,15674,81,244.54,1889.4,11,12,11,1889.4,12,144,121,24,0,0,4334
"Dec 25, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,283,1,2.93,1639.24,5,7,5,1639.24,7,83,1,11,0,0,160
"Dec 21, 2025","=""517243732232070""",B.RSOV.Products.SB.UPS.1500units,,14507,LIFETIME_BUDGET,ENABLED,USD,996,32,0.0,1099.75,5,5,4,859.8,4,69,28,12,0,0,760
"Dec 12, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,76,1,9.02,0.0,0,0,0,0.0,0,0,1,0,17,6,21
"Dec 07, 2025","=""288898439745613""",B2B - N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Dec 12, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,292,2,7.63,0.0,0,0,0,0.0,0,4,0,0,30,10,52
"Dec 19, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,72510,239,779.82,6673.58,38,45,30,5444.4,37,580,377,58,0,0,17079
"Dec 28, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,7056,78,224.45,2659.35,12,13,9,2059.5,10,214,34,21,1187,394,1731
"Dec 30, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,19075,84,251.37,3290.75,18,25,16,2931.05,19,167,121,20,0,0,5411
"Dec 22, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,10409,47,104.45,2191.4,9,12,9,2191.4,12,117,37,14,0,0,3572
"Dec 13, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,7755,35,73.47,1509.7,6,6,4,909.8,4,83,6,9,0,0,2762
"Dec 28, 2025","=""501364882562485""",C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,305,0,0.0,0.0,0,0,0,0.0,0,0,0,0,44,4,73
"Dec 01, 2025","=""517243732232070""",B.RSOV.Products.SB.UPS.1500units,,14507,LIFETIME_BUDGET,ENABLED,USD,2680,71,0.0,4041.96,14,20,7,1456.42,10,151,87,24,0,0,2080
"Dec 21, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,57,1,0.5,0.0,0,0,0,0.0,0,1,0,0,12,8,12
"Dec 20, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,64173,189,582.08,3791.07,26,28,23,3325.23,25,323,250,40,0,0,15301
"Dec 08, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Dec 10, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,12898,43,90.57,1056.75,5,5,5,1056.75,5,126,8,8,0,0,4295
"Dec 15, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,386,4,25.52,0.0,0,0,0,0.0,0,3,1,0,48,9,63
"Dec 13, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,58,1,5.99,0.0,0,0,0,0.0,0,1,0,0,6,4,10
"Dec 22, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,441,6,6.7,1357.9,8,8,7,1053.75,7,78,17,14,0,0,291
"Dec 02, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,90290,282,870.29,6053.15,30,47,26,5427.4,42,501,389,59,0,0,23959
"Dec 27, 2025","=""517243732232070""",B.RSOV.Products.SB.UPS.1500units,,14507,LIFETIME_BUDGET,ENABLED,USD,1131,22,0.0,379.9,2,2,2,379.9,2,67,20,14,0,0,859
"Dec 11, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,5274,27,105.31,742.35,3,3,2,599.9,2,53,11,6,720,243,1043
"Dec 25, 2025","=""517243732232070""",B.RSOV.Products.SB.UPS.1500units,,14507,LIFETIME_BUDGET,ENABLED,USD,861,14,0.0,299.94,2,2,2,299.94,2,33,8,2,0,0,640
"Dec 23, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,2817,16,48.61,359.95,1,1,1,359.95,1,28,1,2,270,48,515
"Dec 07, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,105485,220,646.89,3832.21,29,35,26,3374.36,32,497,336,50,0,0,27990
"Dec 06, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,223,1,2.92,0.0,0,0,0,0.0,0,1,0,0,29,5,47
"Dec 22, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,295,0,0.0,0.0,0,0,0,0.0,0,0,0,0,41,10,54
"Dec 14, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,5040,44,125.48,1049.7,5,6,4,879.75,5,120,25,11,778,260,1186
"Dec 07, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,8485,34,104.04,359.9,2,2,2,359.9,2,75,9,5,0,0,3387
"Dec 12, 2025","=""288898439745613""",B2B - N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Dec 09, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,10808,68,173.36,1987.6,7,7,5,1103.75,5,164,34,16,1319,373,2045
"Dec 20, 2025","=""501364882562485""",C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,171,1,3.24,0.0,0,0,0,0.0,0,1,0,0,19,3,26
"Dec 02, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,354,2,12.61,0.0,0,0,0,0.0,0,5,0,1,52,20,62
"Dec 28, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,12107,35,78.59,1398.65,7,7,7,1398.65,7,120,20,10,0,0,3933
"Dec 08, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,500,2,14.05,0.0,0,0,0,0.0,0,3,0,0,69,20,100
"Dec 10, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,105687,210,665.16,6602.35,33,58,21,3202.95,26,305,303,48,0,0,25851
"Dec 25, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,217,1,5.2,0.0,0,0,0,0.0,0,5,1,0,26,5,29
"Dec 23, 2025","=""501364882562485""",C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,333,1,2.19,0.0,0,0,0,0.0,0,1,1,0,53,12,68
"Dec 20, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,4846,29,59.06,0.0,0,0,0,0.0,0,62,7,1,842,172,1205
"Dec 06, 2025","=""517243732232070""",B.RSOV.Products.SB.UPS.1500units,,14507,LIFETIME_BUDGET,ENABLED,USD,973,23,0.0,785.75,5,5,4,725.8,4,63,23,5,0,0,726
"Dec 11, 2025","=""517243732232070""",B.RSOV.Products.SB.UPS.1500units,,14507,LIFETIME_BUDGET,ENABLED,USD,1089,26,0.0,3555.33,9,13,4,979.8,4,86,34,9,0,0,853
"Dec 03, 2025","=""450441693358033""",B2B - B.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Dec 20, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,64,3,1.47,0.0,0,0,0,0.0,0,7,1,1,10,4,15
