Date,Campaign ID,Campaign name,Campaign currency code,Campaign budget amount,Campaign budget type,Campaign delivery status,Budget currency,Impressions,Clicks,Total cost,Sales,Purchases,Units sold,Purchases (new to brand),Sales (new to brand),Units sold (new to brand),Detail page views,Brand store page views,Add to cart,5-second views (video ad),Complete views (video ad),Viewable impressions
"Sep 20, 2025","=""288898439745613""",B2B - N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,5373,19,219.97,119.95,1,1,1,119.95,1,21,17,2,0,0,1878
"Sep 02, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,992,5,5.72,0.0,0,0,0,0.0,0,6,4,2,0,0,338
"Oct 08, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,119026,113,1071.74,1545.37,9,9,8,1425.42,8,217,183,14,0,0,40205
"Nov 28, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,635,3,9.43,239.95,1,1,1,239.95,1,2,0,1,98,25,141
"Sep 28, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,744,15,291.66,704.9,3,3,1,105.0,1,23,16,9,141,56,182
"Nov 16, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,128,3,4.64,320.44,2,2,2,320.44,2,8,3,2,0,0,68
"Nov 24, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,1225,5,15.05,417.84,4,4,3,247.89,3,151,14,24,0,0,690
"Sep 28, 2025","=""450441693358033""",B2B - B.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,441,1,39.94,0.0,0,0,0,0.0,0,2,0,1,0,0,36
"Sep 05, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,9028,89,315.51,2775.56,9,10,7,2415.66,8,166,53,17,2099,723,2724
"Nov 06, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,4957,33,89.31,2082.0,9,9,9,2082.0,9,82,14,12,569,163,923
"Nov 10, 2025","=""438623516658807""",N.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,PAUSED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Nov 01, 2025","=""438623516658807""",N.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,PAUSED,USD,151787,959,5696.43,4456.85,23,23,20,3829.0,20,1468,45,68,13900,1234,29525
"Sep 01, 2025","=""327967099369911""",N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,PAUSED,USD,1668,3,4.29,0.0,0,0,0,0.0,0,3,1,0,0,0,259
"Oct 05, 2025","=""288898439745613""",B2B - N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,1696,12,74.65,0.0,0,0,0,0.0,0,31,6,1,0,0,517
"Sep 09, 2025","=""367333782614376""",N.SB.Products.SB.UPS.PFCRM,,250,DAILY_BUDGET,PAUSED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Sep 13, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,60351,80,747.38,1804.58,9,9,8,1699.64,8,158,108,11,0,0,17068
"Sep 20, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,95,1,0.99,195.95,1,1,1,195.95,1,1,1,1,0,0,54
"Sep 07, 2025","=""456008348744441""",N.SB.Products.SB.UPS.PFC,,250,DAILY_BUDGET,PAUSED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Oct 16, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,573,0,0.0,0.0,0,0,0,0.0,0,0,0,0,104,32,126
"Oct 15, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,347,2,16.47,113.95,1,1,1,113.95,1,5,3,1,0,0,156
"Nov 19, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,126,1,0.81,0.0,0,0,0,0.0,0,1,0,0,29,19,36
"Sep 18, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,989,2,31.68,0.0,0,0,0,0.0,0,2,2,0,175,49,217
"Nov 30, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,129913,380,1165.64,4210.49,30,31,25,3313.74,26,706,517,56,0,0,35529
"Sep 01, 2025","=""501364882562485""",C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,931,7,84.12,0.0,0,0,0,0.0,0,9,3,0,154,26,232
"Nov 22, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,145,2,1.07,531.9,1,2,0,0.0,0,1,5,1,0,0,64
"Aug 30, 2025","=""349078398145277""",N.SB.Products.SB.UPS.Eco,,250,DAILY_BUDGET,PAUSED,USD,29716,141,349.71,1490.03,13,17,10,1058.28,12,208,100,25,0,0,8054
"Oct 21, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Sep 25, 2025","=""369323377946560""",B2B - N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,4390,17,226.56,2654.8,3,4,3,2654.8,4,32,23,6,0,0,1788
"Sep 03, 2025","=""452338404496050""",B.SB.Products.SB.UPS.PFC,,250,DAILY_BUDGET,PAUSED,USD,6242,42,266.91,881.78,6,6,6,881.78,6,90,34,6,0,0,2317
"Oct 21, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,115,1,19.74,0.0,0,0,0,0.0,0,1,0,0,7,3,15
"Oct 28, 2025","=""327967099369911""",N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,PAUSED,USD,255128,435,4458.38,9257.44,32,47,28,8242.59,43,637,246,64,0,0,78801
"Nov 11, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,935,2,12.21,0.0,0,0,0,0.0,0,0,2,0,153,42,201
"Sep 18, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,333,4,121.16,0.0,0,0,0,0.0,0,9,7,1,0,0,163
"Nov 14, 2025","=""362619829731385""",B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,3202,31,283.62,549.85,3,3,2,399.9,2,82,14,7,474,88,665
"Oct 20, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,402,1,4.45,0.0,0,0,0,0.0,0,1,0,0,61,13,88
"Nov 04, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,8931,13,41.84,539.85,3,3,2,479.9,2,92,31,6,0,0,2131
"Oct 22, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,627,1,11.32,0.0,0,0,0,0.0,0,0,1,0,111,27,153
"Nov 29, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,961,8,10.78,489.8,4,4,4,489.8,4,56,11,10,0,0,588
"Sep 15, 2025","=""369323377946560""",B2B - N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,4917,20,344.29,1795.7,3,6,1,1439.8,4,13,26,4,0,0,1897
"Sep 08, 2025","=""288898439745613""",B2B - N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,12512,28,322.43,2658.6,7,8,1,239.95,1,48,25,10,0,0,4005
"Nov 10, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,5266,25,67.69,830.43,4,5,3,799.85,3,78,21,12,639,193,1025
"Aug 29, 2025","=""369323377946560""",B2B - N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,3980,17,235.71,359.9,2,2,0,0.0,0,10,22,3,0,0,1609
"Nov 09, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,139,1,1.42,227.95,1,1,1,227.95,1,3,11,0,0,0,72
"Nov 06, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,1046,2,10.39,239.95,1,1,1,239.95,1,6,2,1,196,47,263
"Nov 15, 2025","=""362619829731385""",B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,2963,38,309.4,239.95,1,1,1,239.95,1,92,15,6,414,87,619
"Sep 04, 2025","=""288898439745613""",B2B - N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,13081,23,285.53,5726.66,7,9,3,624.85,3,29,21,6,0,0,4719
"Oct 20, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,3766,2,6.16,0.0,0,0,0,0.0,0,0,3,0,0,0,1118
"Oct 29, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,5327,8,56.79,0.0,0,0,0,0.0,0,39,7,2,0,0,1485
"Sep 26, 2025","=""288898439745613""",B2B - N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,3378,6,49.28,179.95,1,1,1,179.95,1,1,7,1,0,0,909
"Sep 06, 2025","=""452338404496050""",B.SB.Products.SB.UPS.PFC,,250,DAILY_BUDGET,PAUSED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Sep 26, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,53370,219,3955.63,22152.69,98,131,64,13116.64,78,1339,336,179,0,0,36339
"Oct 02, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,393,4,11.2,618.85,3,3,1,68.95,1,12,4,3,0,0,182
"Oct 27, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Oct 12, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,50525,70,592.09,149.94,2,2,2,149.94,2,149,122,5,0,0,15628
"Sep 16, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,967,10,216.04,337.94,2,2,2,337.94,2,22,13,3,201,78,261
"Nov 29, 2025","=""369323377946560""",B2B - N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,1261,12,88.37,303.9,2,2,2,303.9,2,54,14,6,0,0,551
"Sep 27, 2025","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,379,2,31.75,195.98,1,2,1,195.98,2,3,0,1,21,5,44
"Sep 08, 2025","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,9784,77,298.35,749.8,4,4,4,749.8,4,114,87,6,2131,733,2883
"Sep 05, 2025","=""501364882562485""",C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,1955,4,84.92,0.0,0,0,0,0.0,0,5,6,0,429,75,548
"Nov 12, 2025","=""362619829731385""",B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,3026,51,552.84,1372.45,9,10,9,1372.45,10,123,22,12,471,88,641
"Oct 19, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,4628,10,37.26,0.0,0,0,0,0.0,0,21,20,0,0,0,1401
"Oct 22, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,26264,83,857.12,3060.18,18,26,10,1171.94,10,390,109,33,0,0,15712
"Sep 03, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,60529,52,633.24,1696.94,8,8,5,807.09,5,89,89,9,0,0,18156
"Nov 28, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,299,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,124
"Nov 14, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,327,2,17.16,441.13,2,7,1,128.68,2,4,2,2,0,0,180
"Nov 12, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,142787,375,1428.79,5702.71,34,35,24,4093.8,24,723,472,76,0,0,39913
"Nov 25, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,323,1,0.22,683.9,2,2,0,0.0,0,2,1,2,0,0,128
"Aug 30, 2025","=""533624646611887""",C.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,PAUSED,USD,10348,58,869.37,370.8,2,4,2,370.8,4,50,66,4,0,0,5110
"Oct 23, 2025","=""362619829731385""",B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,2485,23,176.18,199.95,1,1,1,199.95,1,26,7,3,393,83,511
"Nov 02, 2025","=""450441693358033""",B2B - B.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,610,3,7.52,947.85,2,3,1,227.95,1,6,0,3,0,0,59
"Oct 22, 2025","=""501364882562485""",C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,909,2,10.55,0.0,0,0,0,0.0,0,2,2,0,168,28,232
"Oct 31, 2025","=""327967099369911""",N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,PAUSED,USD,261471,433,4414.15,8560.04,37,45,26,6336.67,29,682,234,62,0,0,76548
"Nov 19, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,3330,21,67.14,1025.85,8,9,7,855.9,8,242,37,72,0,0,2030
"Nov 01, 2025","=""362619829731385""",B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,3122,28,215.05,0.0,0,0,0,0.0,0,64,12,4,500,107,702
"Nov 12, 2025","=""293529288726869""",B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,182,5,50.87,179.95,1,1,0,0.0,0,17,4,3,55,22,60
"Aug 31, 2025","=""327967099369911""",N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,PAUSED,USD,2340,1,1.07,0.0,0,0,0,0.0,0,1,1,0,0,0,208
"Sep 19, 2025","=""288898439745613""",B2B - N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,9735,15,202.13,477.93,2,3,1,117.98,2,27,10,2,0,0,2985
"Oct 29, 2025","=""438623516658807""",N.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,PAUSED,USD,126876,746,5691.56,8884.33,43,44,36,7467.68,37,1301,43,97,12549,1499,24235
