Date,Campaign ID,Campaign name,Campaign currency code,Campaign budget amount,Campaign budget type,Campaign delivery status,Budget currency,Impressions,Clicks,Total cost,Sales,Purchases,Units sold,Purchases (new to brand),Sales (new to brand),Units sold (new to brand),Detail page views,Brand store page views,Add to cart,5-second views (video ad),Complete views (video ad),Viewable impressions
"Mar 02, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,17777,10,79.72,444.9,2,2,2,444.9,2,49,0,4,0,0,3433
"Jan 16, 2025","=""60249080858733""",C.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,295,0,0.0,0.0,0,0,0,0.0,0,0,0,0,13,1,32
"Apr 14, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,9093,67,85.12,879.89,3,3,2,544.94,2,164,0,7,632,53,1329
"Jan 17, 2025","=""533624646611887""",C.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,PAUSED,USD,4191,12,34.77,258.27,2,2,2,258.27,2,19,0,4,0,0,1054
"Mar 28, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,806,1,2.09,0.0,0,0,0,0.0,0,1,0,0,42,4,85
"Apr 15, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,480,2,12.64,0.0,0,0,0,0.0,0,1,0,0,0,0,205
"Apr 03, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,12806,67,81.99,2281.6,7,8,5,1884.7,6,178,0,13,867,90,1744
"Apr 21, 2025","=""85546644235770""",C.Keyword.Video.SB.UPS.IntelligentLCD.CPAVR3,,250,DAILY_BUDGET,PAUSED,USD,5617,38,59.56,759.8,4,4,2,379.9,2,96,0,10,442,25,969
"Feb 17, 2025","=""85546644235770""",C.Keyword.Video.SB.UPS.IntelligentLCD.CPAVR3,,250,DAILY_BUDGET,PAUSED,USD,4361,34,38.41,569.85,3,3,3,569.85,3,97,0,11,309,23,659
"Apr 08, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,6688,39,345.87,2641.7,4,6,2,1320.85,3,88,0,11,525,165,885
"Jan 30, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,1228,1,0.94,0.0,0,0,0,0.0,0,1,0,0,128,19,221
"Jan 15, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,1894,5,7.75,0.0,0,0,0,0.0,0,8,0,0,110,13,244
"Apr 14, 2025","=""249902179030051""",N.Keyword.Video.SB.UPS.Surge.CSP,,250,DAILY_BUDGET,PAUSED,USD,115,1,0.84,0.0,0,0,0,0.0,0,1,0,0,6,1,20
"Mar 26, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,14603,11,42.83,0.0,0,0,0,0.0,0,31,0,0,0,0,3758
"Apr 13, 2025","=""249902179030051""",N.Keyword.Video.SB.UPS.Surge.CSP,,250,DAILY_BUDGET,PAUSED,USD,219,0,0.0,0.0,0,0,0,0.0,0,0,0,0,12,5,37
"Mar 05, 2025","=""74868404430193""",N.Keyword.Video.SB.UPS.SmartAppLCD.OR.OR500LCRM1U,,250,DAILY_BUDGET,PAUSED,USD,1647,5,5.82,0.0,0,0,0,0.0,0,8,0,0,84,6,190
"Apr 19, 2025","=""74868404430193""",N.Keyword.Video.SB.UPS.SmartAppLCD.OR.OR500LCRM1U,,250,DAILY_BUDGET,PAUSED,USD,965,6,6.18,0.0,0,0,0,0.0,0,11,0,0,68,6,143
"Apr 15, 2025","=""60249080858733""",C.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,311,0,0.0,0.0,0,0,0,0.0,0,0,0,0,27,6,47
"Jan 21, 2025","=""209147373785811""",N.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,3474,20,33.83,409.9,2,2,2,409.9,2,36,0,3,311,66,594
"Apr 13, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,123,1,2.21,0.0,0,0,0,0.0,0,7,0,1,0,0,48
"Apr 15, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,9616,57,88.31,2353.55,4,9,3,1683.65,7,140,0,8,627,52,1260
"Jan 17, 2025","=""327967099369911""",N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,PAUSED,USD,397,1,1.88,0.0,0,0,0,0.0,0,0,0,0,0,0,79
"Mar 30, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,1287,5,8.92,0.0,0,0,0,0.0,0,7,0,0,68,5,124
"Mar 03, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,11983,84,96.82,1837.6,7,8,4,1194.8,4,183,0,14,956,74,1851
"Jan 30, 2025","=""209147373785811""",N.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,3915,19,26.04,659.85,3,3,2,439.9,2,58,0,6,329,95,592
"Apr 24, 2025","=""450441693358033""",B2B - B.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,1180,2,9.31,0.0,0,0,0,0.0,0,3,0,0,0,0,294
"Feb 07, 2025","=""60249080858733""",C.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,921,4,15.04,219.95,1,1,0,0.0,0,12,0,1,87,18,138
"Apr 28, 2025","=""249902179030051""",N.Keyword.Video.SB.UPS.Surge.CSP,,250,DAILY_BUDGET,PAUSED,USD,3161,35,33.0,35.98,1,2,1,35.98,2,40,0,3,235,21,562
"Apr 01, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,901,2,2.83,0.0,0,0,0,0.0,0,2,0,0,77,3,138
"Mar 16, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,296,0,0.0,0.0,0,0,0,0.0,0,0,0,0,15,2,26
"Apr 08, 2025","=""85546644235770""",C.Keyword.Video.SB.UPS.IntelligentLCD.CPAVR3,,250,DAILY_BUDGET,PAUSED,USD,2217,7,7.77,189.95,1,1,0,0.0,0,12,0,4,134,15,309
"Jan 14, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,14988,9,18.89,408.85,3,3,3,408.85,3,17,0,3,0,0,4067
"Mar 30, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,12232,79,110.57,1279.75,5,5,5,1279.75,5,162,0,8,741,57,1500
"Mar 09, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,4875,51,160.89,6992.53,38,43,30,5276.69,33,410,0,61,0,0,3658
"Feb 08, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,900,1,1.47,0.0,0,0,0,0.0,0,1,0,0,58,4,128
"Feb 18, 2025","=""60249080858733""",C.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,714,2,5.09,0.0,0,0,0,0.0,0,7,0,0,45,12,85
"Feb 24, 2025","=""85546644235770""",C.Keyword.Video.SB.UPS.IntelligentLCD.CPAVR3,,250,DAILY_BUDGET,PAUSED,USD,2371,9,10.6,0.0,0,0,0,0.0,0,45,0,2,153,10,311
"Feb 19, 2025","=""60249080858733""",C.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,672,0,0.0,0.0,0,0,0,0.0,0,0,0,0,29,3,64
"Jan 16, 2025","=""74868404430193""",N.Keyword.Video.SB.UPS.SmartAppLCD.OR.OR500LCRM1U,,250,DAILY_BUDGET,PAUSED,USD,1641,10,9.95,267.98,2,2,2,267.98,2,32,0,1,95,11,212
"Mar 04, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,6056,73,227.74,15029.47,85,109,59,10428.67,66,800,0,155,0,0,4786
"Mar 29, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,5589,37,341.74,524.8,3,4,2,359.85,3,40,0,6,499,148,838
"Jan 27, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Feb 20, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,5706,28,73.83,1029.8,4,4,2,439.9,2,84,0,6,385,107,581
"Apr 21, 2025","=""74868404430193""",N.Keyword.Video.SB.UPS.SmartAppLCD.OR.OR500LCRM1U,,250,DAILY_BUDGET,PAUSED,USD,1491,1,0.6,0.0,0,0,0,0.0,0,1,0,0,91,13,205
"Apr 12, 2025","=""209147373785811""",N.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,5152,25,104.47,0.0,0,0,0,0.0,0,39,0,2,491,118,960
"Apr 08, 2025","=""327967099369911""",N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,PAUSED,USD,178768,310,1382.75,1259.7,6,6,4,819.8,4,396,0,16,0,0,55875
"Jan 22, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Apr 16, 2025","=""450441693358033""",B2B - B.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,362,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,14
"Jan 09, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,9318,30,105.56,439.9,2,2,2,439.9,2,70,0,9,361,116,542
"Feb 06, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,658,2,2.82,0.0,0,0,0,0.0,0,1,0,0,53,7,100
"Feb 23, 2025","=""74868404430193""",N.Keyword.Video.SB.UPS.SmartAppLCD.OR.OR500LCRM1U,,250,DAILY_BUDGET,PAUSED,USD,924,7,5.79,525.39,2,2,2,525.39,2,30,0,4,47,6,113
"Mar 08, 2025","=""209147373785811""",N.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,14621,77,410.58,599.85,2,3,2,599.85,3,175,0,8,1325,309,2475
"Apr 11, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,14688,71,247.55,519.85,3,3,2,329.9,2,71,0,7,0,0,4867
"Mar 10, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,11889,13,81.26,0.0,0,0,0,0.0,0,42,0,1,0,0,2431
"Apr 06, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,11868,15,30.73,334.95,1,1,1,334.95,1,22,0,3,0,0,3042
"Apr 23, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,19372,89,166.98,1243.37,3,5,1,1004.85,3,184,0,5,1435,98,3296
"Jan 10, 2025","=""74868404430193""",N.Keyword.Video.SB.UPS.SmartAppLCD.OR.OR500LCRM1U,,250,DAILY_BUDGET,PAUSED,USD,1200,8,6.77,369.9,2,2,0,0.0,0,17,0,3,58,7,119
"Apr 10, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,397,2,11.07,0.0,0,0,0,0.0,0,5,0,0,0,0,216
"Apr 23, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,23025,26,125.88,199.11,2,2,0,0.0,0,41,0,3,0,0,8971
"Apr 30, 2025","=""288898439745613""",B2B - N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,17225,38,379.65,914.75,5,5,5,914.75,5,40,0,7,0,0,6846
"Mar 26, 2025","=""327967099369911""",N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,PAUSED,USD,267641,492,3872.26,1079.64,8,8,6,899.74,6,519,0,18,0,0,100989
"Jan 14, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,1391,3,5.22,0.0,0,0,0,0.0,0,8,0,0,124,10,238
"Apr 04, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,10517,53,66.17,2082.13,4,7,1,334.95,1,107,0,7,705,50,1483
"Mar 18, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,17791,107,348.6,3399.69,13,19,10,2377.2,16,147,0,24,0,0,6513
"Jan 29, 2025","=""74868404430193""",N.Keyword.Video.SB.UPS.SmartAppLCD.OR.OR500LCRM1U,,250,DAILY_BUDGET,PAUSED,USD,1006,8,7.23,0.0,0,0,0,0.0,0,14,0,2,54,6,107
"Jan 25, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Jan 08, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,12771,93,118.69,2415.45,7,11,4,740.7,6,277,0,17,1207,122,2232
"Mar 03, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,22958,11,30.31,0.0,0,0,0,0.0,0,28,0,6,0,0,3978
"Apr 05, 2025","=""327967099369911""",N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,PAUSED,USD,208287,412,1833.68,2141.01,11,12,9,1861.07,10,444,0,16,0,0,68267
"Mar 17, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,7276,41,253.35,985.29,3,4,2,765.34,3,70,0,5,745,228,1106
"Apr 28, 2025","=""85546644235770""",C.Keyword.Video.SB.UPS.IntelligentLCD.CPAVR3,,250,DAILY_BUDGET,PAUSED,USD,3941,22,27.66,629.85,3,3,3,629.85,3,39,0,4,326,23,619
"Jan 14, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,356,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,30
"Apr 24, 2025","=""209147373785811""",N.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,1984,12,28.26,219.95,1,1,1,219.95,1,20,0,2,143,26,316
"Feb 23, 2025","=""209147373785811""",N.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,2478,17,85.31,604.85,3,3,3,604.85,3,39,0,3,196,25,439
"Apr 27, 2025","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,26863,141,334.74,1413.55,9,9,8,1303.6,8,217,0,27,0,0,8986
"Apr 21, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,27095,119,219.09,5694.15,4,17,3,2344.65,7,220,0,8,1938,125,4494
"Apr 14, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,458,4,27.84,0.0,0,0,0,0.0,0,14,0,2,0,0,179
"Jan 29, 2025","=""60249080858733""",C.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,280,0,0.0,0.0,0,0,0,0.0,0,0,0,0,10,0,25
"Mar 22, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,12569,9,73.67,0.0,0,0,0,0.0,0,16,0,0,0,0,2643
"Apr 25, 2025","=""74868404430193""",N.Keyword.Video.SB.UPS.SmartAppLCD.OR.OR500LCRM1U,,250,DAILY_BUDGET,PAUSED,USD,872,4,1.9,199.95,1,1,1,199.95,1,10,0,1,50,7,117
"Feb 13, 2025","=""84817009251939""",C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,11575,115,150.89,2543.48,12,14,10,2053.63,11,309,0,27,1314,147,2222
"Apr 25, 2025","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,16290,23,118.95,398.9,3,3,3,398.9,3,19,0,5,0,0,6624
"Jan 29, 2025","=""85546644235770""",C.Keyword.Video.SB.UPS.IntelligentLCD.CPAVR3,,250,DAILY_BUDGET,PAUSED,USD,3875,22,21.2,0.0,0,0,0,0.0,0,36,0,2,244,22,457
"Apr 18, 2025","=""369323377946560""",B2B - N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,256,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,147
"Apr 29, 2025","=""450441693358033""",B2B - B.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,994,3,18.14,0.0,0,0,0,0.0,0,4,0,0,0,0,261
"Mar 19, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,422,0,0.0,0.0,0,0,0,0.0,0,1,0,2,25,2,58
"Apr 17, 2025","=""74868404430193""",N.Keyword.Video.SB.UPS.SmartAppLCD.OR.OR500LCRM1U,,250,DAILY_BUDGET,PAUSED,USD,812,3,2.41,199.95,1,1,0,0.0,0,16,0,2,54,10,117
"Jan 07, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,10196,33,104.02,466.42,3,3,3,466.42,3,69,0,10,575,177,822
"Apr 02, 2025","=""327967099369911""",N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,PAUSED,USD,210024,348,1848.87,1943.5,11,11,9,1889.55,9,467,0,17,0,0,65869
"Mar 04, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,4117,14,36.62,219.95,1,1,1,219.95,1,26,0,2,222,63,339
"Mar 06, 2025","=""85546644235770""",C.Keyword.Video.SB.UPS.IntelligentLCD.CPAVR3,,250,DAILY_BUDGET,PAUSED,USD,4468,29,29.94,1289.65,4,7,2,909.75,5,47,0,6,274,12,598
"Feb 15, 2025","=""85546644235770""",C.Keyword.Video.SB.UPS.IntelligentLCD.CPAVR3,,250,DAILY_BUDGET,PAUSED,USD,2576,18,21.76,345.9,2,2,1,125.95,1,47,0,3,190,18,389
"Apr 15, 2025","=""327967099369911""",N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,PAUSED,USD,130435,236,881.77,1314.6,8,8,7,1204.65,7,285,0,14,0,0,35451
"Apr 12, 2025","=""74868404430193""",N.Keyword.Video.SB.UPS.SmartAppLCD.OR.OR500LCRM1U,,250,DAILY_BUDGET,PAUSED,USD,723,6,7.18,0.0,0,0,0,0.0,0,13,0,1,40,1,88
"Jan 26, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,7471,44,143.9,1099.75,5,5,4,879.8,4,131,0,14,508,154,754
"Feb 23, 2025","=""60249080858733""",C.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,382,0,0.0,0.0,0,0,0,0.0,0,0,0,0,12,2,32
"Apr 29, 2025","=""60249080858733""",C.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,188,0,0.0,0.0,0,0,0,0.0,0,0,0,0,13,2,26
"Mar 06, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,17999,9,51.58,263.9,2,2,1,189.95,1,14,0,2,0,0,3023
"Feb 07, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,5902,30,86.42,439.9,2,2,1,219.95,1,75,0,4,447,132,662
"Mar 28, 2025","=""327967099369911""",N.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,PAUSED,USD,224531,361,2983.9,1454.75,4,5,3,1014.85,3,365,0,16,0,0,79932
"Jan 07, 2025","=""112828660396406""",N.Keyword.Video.SB.UPS.SmartAppSinewave.OLHD,,250,DAILY_BUDGET,PAUSED,USD,2903,10,16.2,69.95,1,1,1,69.95,1,9,0,1,281,42,492
"Feb 25, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,3895,15,43.53,233.65,2,3,1,93.75,1,37,0,5,204,65,326
"Mar 03, 2025","=""209147373785811""",N.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,12123,84,376.47,1900.69,10,10,7,1495.65,7,250,0,20,895,215,1734
"Mar 14, 2025","=""74868404430193""",N.Keyword.Video.SB.UPS.SmartAppLCD.OR.OR500LCRM1U,,250,DAILY_BUDGET,PAUSED,USD,1338,8,6.69,369.9,2,2,2,369.9,2,25,0,0,66,8,147
"Jan 21, 2025","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Feb 28, 2025","=""85546644235770""",C.Keyword.Video.SB.UPS.IntelligentLCD.CPAVR3,,250,DAILY_BUDGET,PAUSED,USD,3679,23,23.32,569.85,3,3,3,569.85,3,58,0,6,265,14,526
"Jan 17, 2025","=""400654489506156""",B.Keyword.Products.SB.UPS.BestSellers,,250,DAILY_BUDGET,PAUSED,USD,3433,4,10.15,0.0,0,0,0,0.0,0,29,0,0,0,0,697
"Apr 01, 2025","=""353873361287335""",B2B - B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,3,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Mar 14, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,7222,41,196.33,894.12,5,5,4,674.17,4,72,0,6,620,192,992
"Apr 20, 2025","=""38757712528936""",B.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,2385,19,138.99,509.85,3,3,2,289.9,2,50,0,27,354,111,525
"Feb 18, 2025","=""209147373785811""",N.Keyword.Video.SB.UPS.PFCSinewave.CPPFC(1),,250,DAILY_BUDGET,PAUSED,USD,2397,18,80.25,299.9,2,2,2,299.9,2,29,0,3,298,79,526
