Date,Campaign ID,Campaign name,Campaign currency code,Campaign budget amount,Campaign budget type,Campaign delivery status,Budget currency,Impressions,Clicks,Total cost,Sales,Purchases,Units sold,Purchases (new to brand),Sales (new to brand),Units sold (new to brand),Detail page views,Add to cart,Viewable impressions,Viewable rate
"Apr 28, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1211,2,11.52,669.9,1,2,1,669.9,2,5,2,0,
"Jan 17, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,18214,47,91.38,427.0,2,2,2,427.0,2,122,13,0,
"Feb 01, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,14999,6,14.08,611.94,2,2,2,611.94,2,56,3,10758,
"Jan 05, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,3140,7,21.98,0.0,0,0,0,0.0,0,15,0,0,
"Feb 12, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,9266,12,11.71,0.0,0,0,0,0.0,0,57,1,5818,
"Apr 24, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,507,3,6.08,0.0,0,0,0,0.0,0,5,0,0,
"Jan 05, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,4380,3,5.72,0.0,0,0,0,0.0,0,36,0,3342,
"Mar 09, 2025","=""47593718961821""",C.SD.Product.UPS.SmartAppOnline.B07TR6VTQ2.OL5KRTHD,,250,DAILY_BUDGET,ENABLED,USD,56253,19,50.95,0.0,0,0,0,0.0,0,25,0,53819,
"Mar 20, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1538,6,3.26,416.47,2,2,1,81.52,1,19,2,0,
"Feb 01, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,2567,0,1.96,0.0,0,0,0,0.0,0,1,0,1874,
"Mar 05, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,3560,5,4.76,219.95,1,1,1,219.95,1,7,0,0,
"Mar 14, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,34349,28,70.78,1910.86,8,9,7,1856.91,8,165,16,20103,
"Mar 29, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,284,3,3.03,0.0,0,0,0,0.0,0,3,0,0,
"Apr 08, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,31419,11,28.38,0.0,0,0,0,0.0,0,27,0,27784,
"Jan 15, 2025","=""170474248246250""",C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,261316,81,211.0,0.0,0,0,0,0.0,0,75,0,184769,
"Feb 03, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,6375,3,5.44,0.0,0,0,0,0.0,0,5,1,4981,
"Jan 09, 2025","=""47593718961821""",C.SD.Product.UPS.SmartAppOnline.B07TR6VTQ2.OL5KRTHD,,250,DAILY_BUDGET,ENABLED,USD,11836,3,9.88,69.95,1,1,1,69.95,1,33,1,9138,
"Apr 23, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,19368,27,76.41,334.95,1,1,1,334.95,1,73,5,0,
"Feb 14, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,13125,27,45.89,364.71,3,3,3,364.71,3,57,5,0,
"Mar 25, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,23503,17,61.72,24.54,2,2,2,24.54,2,38,3,14518,
"Apr 10, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,33670,17,73.47,3377.38,13,38,10,1888.39,17,158,22,20545,
"Mar 31, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,105629,87,243.79,2108.45,10,11,8,1525.55,9,318,19,61378,
"Jan 04, 2025","=""47593718961821""",C.SD.Product.UPS.SmartAppOnline.B07TR6VTQ2.OL5KRTHD,,250,DAILY_BUDGET,ENABLED,USD,6886,3,4.92,0.0,0,0,0,0.0,0,9,0,3846,
"Feb 01, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,2363,2,2.08,0.0,0,0,0,0.0,0,3,0,0,
"Jan 08, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,66325,26,125.84,453.85,3,3,1,154.95,1,193,7,44720,
"Feb 27, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1531,1,0.37,0.0,0,0,0,0.0,0,1,0,0,
"Apr 21, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1438,3,6.42,0.0,0,0,0,0.0,0,4,0,0,
"Mar 16, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,37599,32,84.67,1010.49,9,10,6,681.6,7,181,12,23629,
"Mar 22, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,4159,4,3.91,0.0,0,0,0,0.0,0,27,0,3756,
"Apr 06, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,9803,19,47.26,334.95,1,1,1,334.95,1,49,2,0,
"Feb 21, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,62321,36,127.63,1418.75,5,5,5,1418.75,5,229,14,33263,
"Apr 04, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1120,3,5.79,0.0,0,0,0,0.0,0,3,0,0,
"Feb 16, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,54833,48,142.98,1343.23,11,14,8,903.33,11,263,14,34548,
"Mar 27, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,335,0,0.0,0.0,0,0,0,0.0,0,0,0,0,
"Feb 09, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,666,2,3.76,61.95,1,1,0,0.0,0,4,1,0,
"Jan 30, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,2352,4,11.27,152.9,2,2,2,152.9,2,9,1,0,
"Jan 21, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,14746,3,6.71,0.0,0,0,0,0.0,0,3,0,10148,
"Mar 27, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,7392,3,7.18,0.0,0,0,0,0.0,0,25,0,6879,
"Feb 15, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,17019,36,52.8,334.95,1,1,1,334.95,1,62,3,0,
"Mar 21, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,237,1,0.29,0.0,0,0,0,0.0,0,2,0,0,
"Mar 07, 2025","=""47593718961821""",C.SD.Product.UPS.SmartAppOnline.B07TR6VTQ2.OL5KRTHD,,250,DAILY_BUDGET,ENABLED,USD,54897,14,49.98,189.95,1,1,0,0.0,0,31,1,51994,
"Apr 21, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,3847,3,6.39,0.0,0,0,0,0.0,0,10,0,2556,
"Feb 10, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,32040,7,23.43,182.94,2,2,1,94.99,1,271,5,20355,
"Mar 06, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,54813,14,52.86,1014.6,5,8,4,798.8,4,80,4,50699,
"Feb 27, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,71467,14,54.61,199.99,1,1,1,199.99,1,69,3,60891,
"Mar 23, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,167,0,0.0,0.0,0,0,0,0.0,0,0,0,0,
"Feb 22, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1611,6,8.47,0.0,0,0,0,0.0,0,12,1,0,
"Jan 03, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,884,1,5.22,0.0,0,0,0,0.0,0,37,0,0,
"Apr 09, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,12020,1,10.13,0.0,0,0,0,0.0,0,23,0,10662,
"Feb 21, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1262,2,1.3,0.0,0,0,0,0.0,0,2,0,0,
"Jan 23, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,63311,54,148.03,2730.66,10,28,7,909.67,7,244,16,37596,
"Jan 14, 2025","=""47593718961821""",C.SD.Product.UPS.SmartAppOnline.B07TR6VTQ2.OL5KRTHD,,250,DAILY_BUDGET,ENABLED,USD,5563,1,4.33,0.0,0,0,0,0.0,0,16,0,3969,
"Apr 09, 2025","=""47593718961821""",C.SD.Product.UPS.SmartAppOnline.B07TR6VTQ2.OL5KRTHD,,250,DAILY_BUDGET,ENABLED,USD,58182,18,49.76,0.0,0,0,0,0.0,0,31,0,55243,
"Jan 10, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1002,4,9.62,0.0,0,0,0,0.0,0,11,0,0,
"Feb 25, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1727,4,6.59,0.0,0,0,0,0.0,0,7,0,0,
"Jan 07, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,25658,66,101.83,2013.03,8,9,7,1947.6,8,215,19,0,
"Jan 03, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,42644,88,170.86,599.9,2,2,0,0.0,0,208,10,0,
"Jan 22, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1661,5,4.42,0.0,0,0,0,0.0,0,8,0,0,
"Feb 16, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,20597,51,72.18,669.9,2,2,1,334.95,1,106,7,0,
"Mar 14, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,16665,30,58.6,1559.75,4,5,3,1339.8,4,68,6,0,
"Mar 30, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,473,3,3.59,0.0,0,0,0,0.0,0,7,0,0,
"Apr 02, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,59439,50,124.31,824.65,6,7,2,141.9,2,258,12,34707,
"Feb 18, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,2090,5,9.49,0.0,0,0,0,0.0,0,7,0,0,
"Apr 29, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,6994,19,41.21,0.0,0,0,0,0.0,0,50,1,0,
"Apr 04, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,232710,108,149.52,799.5,1,10,1,799.5,10,115,3,223796,
"Jan 29, 2025","=""170474248246250""",C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,54961,4,37.52,0.0,0,0,0,0.0,0,13,0,38982,
"Feb 02, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,2163,4,3.17,0.0,0,0,0,0.0,0,4,0,0,
"Feb 07, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,12597,31,50.29,1204.8,2,4,0,0.0,0,58,2,0,
"Apr 30, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,4695,9,5.58,1983.91,2,9,0,0.0,0,67,9,3491,
"Jan 21, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1466,4,8.88,109.95,1,1,0,0.0,0,11,3,0,
"Feb 17, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,71790,7,49.46,817.22,6,11,3,171.62,3,50,9,52624,
"Apr 24, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,57859,10,53.02,186.9,2,2,1,87.95,1,37,5,53678,
"Mar 03, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,2107,2,4.23,0.0,0,0,0,0.0,0,4,0,0,
"Feb 26, 2025","=""47593718961821""",C.SD.Product.UPS.SmartAppOnline.B07TR6VTQ2.OL5KRTHD,,250,DAILY_BUDGET,ENABLED,USD,54335,12,39.23,199.95,1,1,1,199.95,1,69,1,43410,
"Jan 30, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,2265,1,0.51,0.0,0,0,0,0.0,0,7,0,0,
"Mar 14, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,72556,17,49.66,566.71,3,3,3,566.71,3,155,7,67393,
"Mar 13, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,30840,33,64.46,2029.5,8,10,7,1483.55,9,165,14,18600,
"Apr 21, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,457,1,1.05,0.0,0,0,0,0.0,0,6,1,0,
"Feb 22, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,83724,14,72.75,0.0,0,0,0,0.0,0,29,0,61576,
"Mar 29, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,14128,3,13.89,0.0,0,0,0,0.0,0,4,0,13498,
"Feb 16, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1686,7,22.94,582.75,2,5,1,334.95,1,24,2,0,
"Feb 04, 2025","=""124438051163565""",C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,450,DAILY_BUDGET,ENABLED,USD,64706,52,142.9,1885.77,12,12,8,1321.97,8,243,23,34715,
"Jan 15, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,2963,0,1.61,0.0,0,0,0,0.0,0,4,0,1805,
"Apr 15, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,2708,4,7.21,0.0,0,0,0,0.0,0,8,1,0,
"Jan 12, 2025","=""170474248246250""",C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,628665,189,421.71,14.92,1,1,1,14.92,1,116,1,434908,
"Jan 07, 2025","=""47593718961821""",C.SD.Product.UPS.SmartAppOnline.B07TR6VTQ2.OL5KRTHD,,250,DAILY_BUDGET,ENABLED,USD,9010,6,7.91,0.0,0,0,0,0.0,0,75,0,6423,
"Jan 28, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,13238,21,31.84,1018.64,4,4,4,1018.64,4,71,8,0,
"Jan 23, 2025","=""170474248246250""",C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,478563,41,266.58,0.0,0,0,0,0.0,0,45,0,299431,
"Mar 11, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,79193,28,82.36,1105.89,7,10,4,704.09,6,108,7,74144,
"Mar 23, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,55305,33,49.81,163.9,2,2,2,163.9,2,77,6,51882,
"Mar 13, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,53093,12,50.09,159.95,1,1,1,159.95,1,35,1,50444,
"Apr 28, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,101,0,0.0,0.0,0,0,0,0.0,0,0,0,0,
"Apr 02, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,282522,119,214.99,0.0,0,0,0,0.0,0,142,0,268626,
"Mar 06, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,4862,1,4.69,0.0,0,0,0,0.0,0,0,0,4545,
"Mar 14, 2025","=""47593718961821""",C.SD.Product.UPS.SmartAppOnline.B07TR6VTQ2.OL5KRTHD,,250,DAILY_BUDGET,ENABLED,USD,88774,27,84.0,0.0,0,0,0,0.0,0,43,0,83939,
"Mar 10, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,24302,57,118.44,334.95,1,1,0,0.0,0,134,3,0,
"Jan 07, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1563,5,6.23,0.0,0,0,0,0.0,0,7,0,0,
"Jan 07, 2025","=""263494384088815""",C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,,250,DAILY_BUDGET,ENABLED,USD,750,0,0.56,0.0,0,0,0,0.0,0,7,0,549,
"Mar 11, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1646,3,6.82,0.0,0,0,0,0.0,0,4,0,0,
"Mar 31, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,19618,45,71.38,334.95,1,1,0,0.0,0,90,3,0,
"Jan 29, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,17386,33,50.3,397.9,3,3,1,334.95,1,67,2,0,
"Jan 25, 2025","=""287421757846510""",C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1654,2,3.35,0.0,0,0,0,0.0,0,9,0,0,
"Feb 12, 2025","=""401081905525372""",C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,11946,40,93.68,1199.8,4,4,2,794.9,2,77,4,0,
"Mar 17, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,1524,4,7.04,0.0,0,0,0,0.0,0,5,0,0,
"Jan 06, 2025","=""38365855708871""",C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,,250,DAILY_BUDGET,ENABLED,USD,7466,8,6.73,4005.93,6,7,4,742.8,4,141,6,5534,
"Apr 11, 2025","=""51640494101738""",C.Product.Consumer.SP.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,,250,DAILY_BUDGET,ENABLED,USD,501,0,0.0,0.0,0,0,0,0.0,0,0,0,0,
