Date,Campaign ID,Campaign name,Campaign currency code,Campaign budget amount,Campaign budget type,Campaign delivery status,Budget currency,Impressions,Clicks,Total cost,Sales,Purchases,Units sold,Purchases (new to brand),Sales (new to brand),Units sold (new to brand),Detail page views,Brand store page views,Add to cart,5-second views (video ad),Complete views (video ad),Viewable impressions
"Feb 28, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,3492,11,16.07,0.0,0,0,0,0.0,0,45,2,1,193,43,419
"Jan 24, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,47077,317,1786.79,5098.95,15,21,10,3239.35,13,618,13,39,4968,1325,9622
"Jan 02, 2026","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Jan 01, 2026","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,0,1,2.0,0.0,0,0,0,0.0,0,2,0,0,0,0,0
"Jan 14, 2026","=""362619829731385""",B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Jan 27, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,41300,242,1293.54,3709.2,14,18,9,2417.45,11,539,15,129,4071,986,7978
"Jan 12, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,3458,10,103.8,0.0,0,0,0,0.0,0,25,1,1,297,33,487
"Jan 02, 2026","=""517243732232070""",B.RSOV.Products.SB.UPS.1500units,,14507,LIFETIME_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Jan 18, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,82541,481,4880.62,2183.3,13,14,9,1655.5,10,699,20,30,10442,1372,18686
"Feb 13, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,5604,9,20.17,0.0,0,0,0,0.0,0,22,4,0,253,46,569
"Feb 05, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,18567,57,156.09,1292.88,6,8,5,1106.73,7,164,83,22,0,0,5278
"Mar 12, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,4237,16,35.07,227.95,1,1,0,0.0,0,29,0,1,201,42,441
"Feb 09, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,4206,23,36.13,531.9,2,2,2,531.9,2,61,0,0,346,62,765
"Feb 20, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,4413,10,22.34,479.9,2,2,2,479.9,2,26,0,2,189,44,446
"Mar 19, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,27008,191,614.66,719.8,4,4,3,639.85,3,348,6,22,2580,230,5250
"Jan 25, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,60784,498,1401.26,4628.89,22,23,20,4228.99,21,896,14,68,7023,552,14664
"Mar 12, 2026","=""410331745640501""",N.Keyword.Video.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,10630,54,241.03,1464.45,3,7,3,1464.45,7,155,24,14,1573,504,2230
"Mar 11, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,4080,8,17.35,665.9,1,1,1,665.9,1,19,0,1,189,49,375
"Mar 22, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,5621,47,227.58,2542.43,13,18,13,2542.43,18,214,36,21,814,291,1276
"Jan 25, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,89301,133,396.15,2559.3,13,14,11,2019.45,11,229,203,23,0,0,16802
"Jan 23, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,88703,1037,3460.02,12254.95,59,62,48,10279.45,51,1933,37,175,10373,1002,21377
"Mar 20, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,3499,16,25.04,1159.75,5,5,1,199.95,1,51,11,6,267,40,556
"Feb 16, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,5657,19,50.8,1399.7,4,6,4,1399.7,6,79,0,5,352,76,744
"Mar 14, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,7457,53,238.34,1408.65,7,7,6,1168.7,6,148,23,10,1084,361,1765
"Mar 09, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,21075,121,389.7,519.85,3,3,3,519.85,3,190,1,12,1727,158,3757
"Jan 28, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,14699,88,380.18,5592.04,12,12,10,2218.5,10,256,46,15,2202,639,3305
"Mar 15, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,8515,68,315.43,1529.55,9,9,8,1419.6,8,148,30,30,1268,443,1833
"Jan 19, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,90130,345,3857.28,2269.5,10,10,8,1789.6,8,635,9,25,7452,1746,14467
"Jan 06, 2026","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Jan 15, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,78927,385,3519.99,1739.55,9,9,8,1539.6,8,631,23,27,8255,1078,14812
"Mar 03, 2026","=""410331745640501""",N.Keyword.Video.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,12507,77,240.41,1067.35,3,3,2,905.9,2,158,20,8,1384,425,2141
"Jan 07, 2026","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Jan 12, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,4853,51,427.16,2834.42,12,14,11,2267.45,11,110,113,14,0,0,2211
"Jan 01, 2026","=""362619829731385""",B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Feb 07, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,5409,28,39.22,719.85,3,3,3,719.85,3,58,0,5,457,85,1002
"Feb 03, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,20304,85,231.15,2815.45,11,11,7,1415.65,7,168,119,17,0,0,5779
"Mar 10, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,20839,152,472.91,1113.69,7,7,7,1113.69,7,273,6,132,1847,173,3811
"Feb 26, 2026","=""410331745640501""",N.Keyword.Video.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,14541,96,374.54,2230.29,9,10,6,1510.44,7,213,59,11,1598,494,2549
"Feb 27, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,2320,12,20.78,467.9,2,2,2,467.9,2,44,10,7,127,31,261
"Mar 13, 2026","=""410331745640501""",N.Keyword.Video.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,14072,96,443.8,2981.24,10,10,6,1651.89,6,245,52,24,2161,718,3064
"Feb 25, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,2634,15,26.0,239.95,1,1,1,239.95,1,34,1,4,187,42,390
"Jan 11, 2026","=""410331745640501""",N.Keyword.Video.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,3258,10,71.31,0.0,0,0,0,0.0,0,4,10,0,510,174,663
"Jan 13, 2026","=""425328024590643""",C.Keyword.Products.SB.UPS.1500units,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Feb 08, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,8289,22,47.9,199.95,1,1,0,0.0,0,84,24,3,408,76,942
"Mar 01, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,93627,215,1084.9,2333.56,14,16,10,1846.45,11,359,334,36,0,0,22704
"Feb 09, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,13179,86,158.59,900.32,5,5,4,680.37,4,195,1,38,1050,67,2487
"Jan 29, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,27377,135,400.9,1579.75,6,7,6,1579.75,7,265,4,24,2198,500,4834
"Jan 12, 2026","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Mar 15, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,100960,157,461.07,2207.6,13,15,8,1237.9,9,283,246,22,0,0,18316
"Jan 20, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,119121,1281,9933.89,17835.7,69,80,55,14904.4,66,2313,28,143,15396,3263,29976
"Jan 01, 2026","=""517243732232070""",B.RSOV.Products.SB.UPS.1500units,,14507,LIFETIME_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Feb 02, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,9568,64,262.95,3522.09,13,21,10,2372.64,10,213,101,17,1403,472,2071
"Jan 04, 2026","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Mar 04, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,3635,20,34.64,227.95,1,1,1,227.95,1,29,0,2,282,49,590
"Jan 19, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,58810,324,2599.89,4716.9,22,23,17,3927.1,18,672,27,60,5858,1275,12006
"Feb 02, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,19299,72,201.28,8055.94,17,21,11,2265.38,13,153,123,21,0,0,5406
"Mar 14, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,5448,32,42.35,1199.75,5,5,4,959.8,4,72,2,5,358,71,750
"Mar 11, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,3681,13,21.21,707.85,3,3,2,479.9,2,32,0,5,230,53,444
"Mar 05, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,98478,332,1581.81,12312.74,41,46,29,7196.44,33,374,490,121,0,0,26239
"Feb 10, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,8383,49,216.11,2344.14,6,8,4,1403.79,5,163,22,13,1019,306,1587
"Jan 26, 2026","=""410331745640501""",N.Keyword.Video.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,28594,103,287.36,296.64,3,3,0,0.0,0,233,43,12,2189,555,4098
"Mar 10, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,6754,52,207.07,2573.87,12,13,12,2573.87,13,165,28,14,982,316,1591
"Jan 16, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,49032,209,1939.49,0.0,0,0,0,0.0,0,386,8,16,4764,1196,9689
"Jan 06, 2026","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Mar 14, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,3416,8,17.19,439.9,2,2,2,439.9,2,27,0,3,216,44,457
"Mar 16, 2026","=""410331745640501""",N.Keyword.Video.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,15620,86,363.15,2631.45,10,10,8,2099.55,8,161,58,17,2411,764,3412
"Feb 25, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,9111,39,153.64,439.9,2,2,1,199.95,1,70,20,7,1150,348,1731
"Mar 18, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,27831,194,619.96,1351.1,7,8,6,1037.7,6,343,4,19,2611,259,5364
"Mar 19, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,4278,24,35.05,479.9,2,2,1,239.95,1,52,0,5,299,57,642
"Jan 05, 2026","=""517243732232070""",B.RSOV.Products.SB.UPS.1500units,,14507,LIFETIME_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Jan 01, 2026","=""490434522578484""",C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Mar 04, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,23627,161,514.55,2345.4,10,12,8,1969.5,10,288,3,28,2069,146,4522
"Jan 09, 2026","=""516203922618177""",N.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Jan 12, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,2462,27,218.5,1704.75,7,7,3,435.9,3,81,26,9,408,124,593
"Jan 05, 2026","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Feb 21, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,5900,35,127.95,608.85,3,3,1,179.95,1,83,23,7,698,233,1104
"Jan 15, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,98122,376,4873.06,7189.16,28,33,20,5774.8,24,521,525,51,0,0,42064
"Mar 20, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,3194,13,26.97,0.0,0,0,0,0.0,0,36,0,2,143,29,327
"Mar 19, 2026","=""410331745640501""",N.Keyword.Video.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,14123,82,299.78,747.8,4,4,3,519.85,3,124,30,9,1993,652,2917
"Jan 06, 2026","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Jan 21, 2026","=""410331745640501""",N.Keyword.Video.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,91303,332,2054.72,4107.5,20,20,16,3244.2,16,468,139,44,10394,3160,16434
"Mar 24, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,70980,125,356.55,2336.4,11,12,7,1256.65,7,163,176,21,0,0,12484
"Feb 25, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,90377,254,1200.22,5213.89,21,27,16,3375.34,18,332,330,51,0,0,23061
"Feb 28, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,33915,248,937.01,2603.01,11,11,9,1959.55,9,418,3,36,3364,269,7341
"Jan 15, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,60581,306,2368.35,5258.75,22,25,19,4718.9,22,676,29,60,6421,1623,12498
"Feb 25, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,37723,208,767.48,1419.65,7,7,6,1229.7,6,331,11,16,3397,321,7148
"Feb 15, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,7637,52,236.21,8588.54,12,30,7,4329.4,12,167,22,21,879,268,1377
"Mar 09, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,7167,45,175.27,799.8,4,4,3,559.85,3,162,23,8,1056,343,1521
"Mar 02, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,4898,15,31.21,0.0,0,0,0,0.0,0,85,0,1,218,32,588
"Feb 27, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,33296,214,795.7,2859.3,11,14,11,2859.3,14,359,5,15,2878,220,6483
"Feb 01, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,31314,162,470.66,1254.7,7,7,7,1254.7,7,346,4,40,2648,547,5991
"Mar 03, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,28169,165,608.13,999.75,5,5,4,799.8,4,252,9,13,2564,201,5486
"Jan 10, 2026","=""300358990869228""",B.Keyword.Store.SB.UPS.StoreSpotlight,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Jan 31, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,21771,72,217.63,1707.5,9,10,9,1707.5,10,114,100,18,0,0,5778
"Jan 22, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,171454,226,654.21,2223.35,12,13,12,2223.35,13,341,323,31,0,0,34818
"Feb 21, 2026","=""410331745640501""",N.Keyword.Video.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,8822,51,178.04,1039.2,4,4,2,929.9,2,73,18,4,962,287,1642
"Feb 16, 2026","=""422752340317837""",B.Keyword.Store.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,41164,105,276.09,3222.67,14,20,11,2648.74,17,156,194,21,0,0,9607
"Jan 03, 2026","=""517243732232070""",B.RSOV.Products.SB.UPS.1500units,,14507,LIFETIME_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Jan 24, 2026","=""410331745640501""",N.Keyword.Video.SB.UPS.2026.StoreSpotlight,,5000,DAILY_BUDGET,ENABLED,USD,19841,75,205.17,557.85,3,3,3,557.85,3,172,29,7,1712,460,3017
"Feb 06, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,12297,83,153.08,859.75,5,5,2,259.9,2,129,1,8,1021,60,2290
"Jan 10, 2026","=""335733425531216""",N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,,250,DAILY_BUDGET,ENABLED,USD,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
"Feb 14, 2026","=""496257674867474""",N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,,5000,DAILY_BUDGET,ENABLED,USD,2231,33,59.21,708.84,4,4,4,708.84,4,87,0,8,224,32,453
"Mar 16, 2026","=""520121709405886""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,,3000,DAILY_BUDGET,ENABLED,USD,7007,14,29.35,0.0,0,0,0,0.0,0,74,0,0,325,65,745
"Feb 10, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,13759,90,173.79,599.85,3,3,3,599.85,3,158,0,10,1113,65,2505
"Mar 08, 2026","=""298664655817372""",C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,,4500,DAILY_BUDGET,ENABLED,USD,21244,134,459.82,699.29,4,4,3,499.34,3,264,3,25,2010,155,4292
"Feb 19, 2026","=""436092719312252""",B.Keyword.Video.SB.UPS.2026.StoreSpotlight,,2500,DAILY_BUDGET,ENABLED,USD,9326,77,335.79,4165.02,17,18,12,3378.39,13,217,32,23,1528,471,2161
